gkg_record_id,date,source,document_url,headline,phase1_label,authoritative_label,previous_label,change_reason,policy_basis,notes,audit_version
20240107144500-249,20240107144500,seekingalpha.com,https://seekingalpha.com/news/4052691-earnings-week-ahead-citigroup-jpmorgan-unitedhealth-delta-airlines-and-more,"Earnings week ahead: Citigroup, JPMorgan, UnitedHealth, Delta Airlines and more",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240107153000-488,20240107153000,prokerala.com,https://www.prokerala.com/news/articles/a1494733.html,When Narayana Murthy was made to sleep in a window-less storeroom in US,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107153000-644,20240107153000,prokerala.com,https://www.prokerala.com/news/articles/a1494732.html,When Narayana Murthy was made to sleep in a window-less storeroom in US,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107154500-T1261,20240107154500,sakshi.com,https://www.sakshi.com/telugu-news/business/narayana-murthy-client-made-him-sleep-storeroom-1909542,స్టోర్‌రూంలో పడుకోబెట్టిన క్లయింట్‌.. 'దాన్ని బట్టే నువ్వు ఎలాంటివాడివో తెలుస్తుంది' | Narayana Murthy Client Made Him Sleep In Storeroom,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107161500-87,20240107161500,rediff.com,https://www.rediff.com/business/report/factors-that-will-guide-the-markets-this-week/20240107.htm,Factors that will guide the markets this week,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240107164500-315,20240107164500,thehindubusinessline.com,https://www.thehindubusinessline.com/news/us-client-once-made-narayana-murthy-sleep-on-box-in-storeroom-book/article67716510.ece,US client once made Narayana Murthy sleep on box in storeroom: Book,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107164500-871,20240107164500,morungexpress.com,https://morungexpress.com/when-narayana-murthy-was-made-to-sleep-in-a-window-less-storeroom-in-us,When Narayana Murthy was made to sleep in a window-less storeroom in US,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107173000-1119,20240107173000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/when-a-us-client-made-infosys-narayana-murthy-sleep-on-box-in-storeroom/articleshow/106616752.cms,When a US client made Infosys' Narayana Murthy sleep on box in storeroom,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Corporate governance policy,Infosys corporate governance / strategy,INFY_JAN2024_GROUND_TRUTH_V2
20240107180000-227,20240107180000,mangalorean.com,https://www.mangalorean.com/when-narayana-murthy-was-made-to-sleep-in-a-window-less-storeroom-in-us/,When Narayana Murthy was made to sleep in a window-less storeroom in US,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107181500-506,20240107181500,business-standard.com,https://www.business-standard.com/companies/people/us-client-once-made-narayana-murthy-sleep-on-box-in-storeroom-reveals-book-124010700256_1.html,"US client once made Narayana Murthy sleep on box in storeroom, reveals book",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107190000-330,20240107190000,financialexpress.com,https://www.financialexpress.com/lifestyle/meet-k-dinesh-former-government-employee-with-rs-19980-crore-net-worth-co-founder-of-rs-617000-crore-company-and-narayana-murthys-associate/3354806/,"Meet K Dinesh: Former government employee with Rs 19,980 crore net worth, co-founder of Rs 6,17,000 crore company, and Narayana Murthy's associate - Lifestyle News",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240107203000-619,20240107203000,thehindu.com,https://www.thehindu.com/news/national/tamil-nadu/focus-is-on-unlearning-upskilling-and-reskilling-say-experts/article67716225.ece,"Focus is on unlearning, upskilling, and reskilling, say experts",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240107213000-10,20240107213000,investopedia.com,https://www.investopedia.com/what-to-expect-in-the-markets-this-week-8423024,What To Expect in the Markets This Week,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240107214500-T820,20240107214500,udayavani.com,https://www.udayavani.com/news-section/national-news/infosys-narayanamurthy-spent-the-night-sleeping-in-a-cardboard-box,Infosys: ರಟ್ಟಿನ ಬಾಕ್ಸ್‌ನಲ್ಲಿ ಮಲಗಿ ರಾತ್ರಿ ಕಳೆದಿದ್ದ ನಾರಾಯಣಮೂರ್ತಿ!,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240108000000-578,20240108000000,financialexpress.com,https://www.financialexpress.com/business/industry-three-of-10-highest-paid-infosys-wipro-employees-quit-in-2023-3358010/,"Three of 10 highest-paid Infosys, Wipro employees quit in 2023",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240108001500-308,20240108001500,newkerala.com,https://www.newkerala.com/news/2024/1242.htm,When Narayana Murthy was made to sleep in a window-less storeroom in US,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240108010000-444,20240108010000,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/07/9941536.htm,"IT Market in Argentina to increase by USD 6.68 billion between 2022 to 2027| Accenture Plc, Amadeus IT Group SA, Apple Inc., and more among key companies- Technavio",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108011500-24,20240108011500,navhindtimes.in,https://www.navhindtimes.in/2024/01/08/nationalnews/us-client-once-made-narayana-murthy-sleep-on-box-in-storeroom-biography/,US client once made Narayana Murthy sleep on box in storeroom: Biography,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240108013000-T585,20240108013000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-there-are-signs-of-bumper-bullish-trend-in-these-stocks-including-adani-ports/articleshow/106614752.cms,"Stock Market Prediction: मुनाफा कमाने के लिए आज Adani Ports सहित इन शेयरों पर रखें नजर, दिख रहे तेजी के संकेत",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108014500-745,20240108014500,malaymail.com,https://www.malaymail.com/news/what-you-think/2024/01/08/padu-brings-government-service-to-life-vasanthi-ramachandran/111187,Padu brings government service to life — Vasanthi Ramachandran,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108021500-T1083,20240108021500,dinamalar.com,https://www.dinamalar.com/news_detail.asp?id=3522177,Narayanamurthy who slept in the store room: interesting information in the autobiography | ஸ்டோர் ரூமில் தூங்கிய நாராயணமூர்த்தி: சுயசரிதை புத்தகத்தில் ருசிகர தகவல்,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240108021500-T1011,20240108021500,sakshi.com,https://www.sakshi.com/telugu-news/national/infosys-co-founder-narayana-murthy-sleep-box-storeroom-1910436,Infosys Narayana Murthy: అమెరికా వ్యాపారవేత్త వల్ల... స్టోర్‌ రూంలో నిద్రించాను,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Corporate governance policy,Infosys corporate governance / strategy,INFY_JAN2024_GROUND_TRUTH_V2
20240108021500-T1038,20240108021500,sakshi.com,https://www.sakshi.com/telugu-news/andhra-pradesh/infrastructure-development-visakhapatnam-1910464,సుందర విశాఖ...ప్రగతి వీచిక,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108024500-T787,20240108024500,bhaskar.com,https://www.bhaskar.com/business/news/business-events-today-share-market-all-time-high-petrol-diesel-gold-silver-elon-musk-narayana-murthy-132408298.html,"Business events today, Share Market all time high, petrol diesel, gold silver, elon musk, narayana murthy | रिपोर्ट में दावा-मस्क ने स्पेसएक्स इवेंट में कोकीन लिया था: यूएस क्लाइंट ने इंफोसिस-फाउंडर को स्टोर रूम में सुलाया, 25,000 नौकरियां देगी ओला इलेक्ट्रिक",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240108030000-496,20240108030000,vervetimes.com,https://vervetimes.com/nifty-nifty-looks-strong-resistance-at-21800-21850-analysts/,"Nifty: Nifty looks strong; resistance at 21,800-21,850: Analysts",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108031500-608,20240108031500,livemint.com,https://www.livemint.com/market/stock-market-news/day-trading-guide-for-stock-market-today-six-stocks-to-buy-or-sell-on-monday-8th-january-11704680937218.html,Day trading guide for stock market today: Six stocks to buy or sell on Monday,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108043000-165,20240108043000,freepressjournal.in,https://www.freepressjournal.in/business/stock-market-opening-january-8-indices-open-in-green-sensex-at-7211325-nifty-above-21700,"Stock Market Opening January 8: Indices Open in Green; Sensex At 72,113.25 & Nifty Above 21,700",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108044500-385,20240108044500,financialexpress.com,https://www.financialexpress.com/business/digital-transformation-redefining-the-fabric-of-work-genai-moves-from-pilot-to-rollout-stage-3358147/,Redefining the fabric of work: GenAI moves from pilot to rollout stage,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108044500-1004,20240108044500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-open-with-minor-gains-amid-pressure-in-financial-stocks/articleshow/106623893.cms,"sensex today: Sensex, Nifty open with minor gains amid pressure in financial stocks",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108044500-192,20240108044500,financialexpress.com,https://www.financialexpress.com/business/industry-it-firms-to-cxos-no-poaching-after-exit-3358014/,IT firms to CXOs: No poaching after exit,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108044500-T973,20240108044500,sakshi.com,https://www.sakshi.com/telugu-news/business/it-companies-q3-result-coming-soon-1910505,త్వరలో ఫలితాలు.. ఐటీ ఉద్యోగుల కష్టాలు తీరినట్టేనా!,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108051500-738,20240108051500,investing.com,https://www.investing.com/news/stock-market-news/asian-stocks-slip-as-ratecut-bets-ease-inflation-data-deluge-on-tap-3268736,Asian stocks slip as rate-cut bets ease; Inflation data deluge on tap By Investing.com,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108053000-548,20240108053000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-nifty-open-on-a-positive-note-it-sector-q3-results-in-focus/article67718201.ece,"Sensex, Nifty open on a positive note; IT sector Q3 results in focus",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108060000-219,20240108060000,rttnews.com,https://www.rttnews.com/story.aspx?Id=3415090,"Sensex, Nifty Struggle For Direction In Early Trade",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108061500-920,20240108061500,livemint.com,https://www.livemint.com/companies/news/sebi-norms-should-insist-on-having-independent-directors-on-board-one-year-before-ipo-filing-mohandas-pai-11704644340558.html,SEBI norms should insist on having independent directors on Board one year before IPO filing: Mohandas Pai,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108063000-T227,20240108063000,livehindustan.com,https://www.livehindustan.com/business/story-share-market-live-today-8-january-bse-sensex-nse-nifty-tata-adani-group-stocks-today-9172654.html,"Business News : share Market Live today 8 January bse sensex nse nifty tata adani group stocks today - Stock Market Live today: शेयर मार्केट अच्छी शुरुआत के बाद लड़खड़ाया, सेंसेक्स 72000 के नीचे आया",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108063000-1021,20240108063000,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/sanjiv-bhasin-on-3-standout-winners-for-january-this-quarter-and-2024/articleshow/106627133.cms,"Sanjiv Bhasin | Sanjiv Bhasin stocks: Sanjiv Bhasin on 3 standout winners for January, this quarter and 2024",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108070000-117,20240108070000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/indian-stocks-get-first-etf-in-gulf-region-as-uae-deepens-ties/articleshow/106628531.cms,indian stocks: Indian stocks get first ETF in Gulf Region as UAE deepens ties,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108070000-342,20240108070000,livemint.com,https://www.livemint.com/brand-stories/top-10-mobile-app-development-companies-in-usa-top-app-developers-in-usa-20242025-11695806572086.html,Top 10 Mobile App Development Companies in USA—Top App Developers in USA 2024-2025,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108071500-229,20240108071500,rttnews.com,https://www.rttnews.com/story.aspx?Id=3415082,"Sensex, Nifty May Open On Flat Note As Investors Await Q3 Earnings",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108071500-1010,20240108071500,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-rises-over-100-points-nifty-trades-near-21750-alok-industries-garware-technical-fibres-surge-up-to-10-412204-2024-01-08,"Sensex rises over 100 points, Nifty trades near 21,750; Alok Industries, Garware Technical Fibres surge up to 10%",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108074500-846,20240108074500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/stock-market-today-bse-sensex-nifty50-indian-equity-markets-dalal-street-january-8-2024/articleshow/106628780.cms,"Stock market today: BSE Sensex plunges 500 points, Nifty50 below 21,600 in negative start for week",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108074500-541,20240108074500,freepressjournal.in,https://www.freepressjournal.in/business/q3fy24-earnings-check-out-the-list-of-companies-to-announce-their-financial-results-this-week,Q3FY24 Earnings: Check Out The List Of Companies To Announce Their Financial Results This Week,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108080000-272,20240108080000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/fo-manual-nifty-trades-in-red-analysts-predict-profit-booking-below-21500-levels-12015001.html,"F&O Manual | Nifty trades in red, analysts predict profit-booking below 21,500 levels",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108081500-715,20240108081500,bnnbloomberg.ca,https://www.bnnbloomberg.ca/indian-stocks-get-first-etf-in-gulf-region-as-uae-deepens-ties-1.2019013,Indian Stocks Get First ETF in Gulf Region as UAE Deepens Ties,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108081500-1034,20240108081500,news18.com,https://www.news18.com/business/stocks-to-watch-sensex-rises-100-pts-nifty-above-21700-sula-vineyards-surges-7-8731697.html,"Stocks To Watch: Sensex Rises 100 pts; Nifty Above 21,700; Sula Vineyards Surges 7%",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108083000-974,20240108083000,careerindia.com,https://www.careerindia.com/top-10-engineering-colleges-in-west-bengal-courses-placement-039109.html,"Top 10 Engineering Colleges in West Bengal, Courses, Placement- 2024",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108083000-678,20240108083000,rttnews.com,https://www.rttnews.com/3415082/sensex-nifty-may-open-on-flat-note-as-investors-await-q3-earnings.aspx,"Sensex, Nifty May Open On Flat Note As Investors Await Q3 Earnings",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108083000-822,20240108083000,rttnews.com,https://www.rttnews.com/3415090/sensex-nifty-struggle-for-direction-in-early-trade.aspx,"Sensex, Nifty Struggle For Direction In Early Trade",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108083000-232,20240108083000,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-falls-400-points-nifty-trades-below-21600-hul-tech-mahindra-mm-top-losers-412204-2024-01-08,"Sensex falls 400 points, Nifty trades below 21,600; HUL, Tech Mahindra, M&M top losers",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108084500-805,20240108084500,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/book-profits-wherever-you-can-as-it-could-be-a-range-bound-volatile-market-in-near-term-venugopal-garre-bernstein/articleshow/106631769.cms,"Volatility: Book profits wherever you can as it could be a range-bound, volatile market in near term: Venugopal Garre, Bernstein",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108090000-356,20240108090000,indianexpress.com,https://indianexpress.com/article/cities/pune/infosys-engineer-killed-2014-police-mysterious-murder-9099848/,"Pune Crime Files: Infosys engineer killed under dark skies in 2014, police yet to throw light on mysterious murder",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240108094500-88,20240108094500,jagranjosh.com,https://www.jagranjosh.com/general-knowledge/list-of-top-paid-female-athletes-1704702543-1,List of Top 10 Highest-Paid Female Athletes,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108094500-843,20240108094500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/volatility-normal-ahead-of-q3-but-niftys-race-to-22000-mark-possible-analysts-12015901.html,"Volatility 'normal' ahead of Q3, but Nifty's race to 22,000-mark possible: Analysts",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108094500-1291,20240108094500,moneycontrol.com,https://www.moneycontrol.com/news/trends/narayana-murthy-answers-who-he-loves-more-his-kids-or-infosys-12016241.html,Narayana Murthy answers who he loves more: his kids or Infosys,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Corporate governance policy,Infosys corporate governance / strategy,INFY_JAN2024_GROUND_TRUTH_V2
20240108101500-746,20240108101500,livemint.com,https://www.livemint.com/market/are-it-investors-counting-chickens-before-the-eggs-hatch-11704699948951.html,Are IT investors counting chickens before the eggs hatch?,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108110000-992,20240108110000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-plunges-671-points-5-factors-that-triggered-bear-grip-on-dalal-street/articleshow/106636658.cms,sensex today: Sensex crashes 671 points; 5 reasons why bears growled on D-Street today,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108113000-1056,20240108113000,aninews.in,https://aninews.in/news/business/business/stock-market-takes-a-downturn-nifty-sensex-close-in-the-red-as-investor-caution-prevails20240108164336/,Stock market takes a downturn: Nifty-Sensex close in the red as investor caution prevails,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108114500-718,20240108114500,moneycontrol.com,https://www.moneycontrol.com/news/business/startup/mobikwik-drhp-tight-regulations-sustained-profitability-expanding-financial-services-among-factors-to-watch-out-for-12017201.html,"MobiKwik DRHP: Tight regulations, sustained profitability, expanding financial services among factors to watch out for",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108114500-815,20240108114500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/stock-market-today-bse-sensex-nifty50-top-reasons-for-dalal-street-plunging-on-january-8-2024/articleshow/106637026.cms,Stock Market Today BSE Sensex Nifty50 Top Reasons For Dalal Street Plunging On January 8 2024 | India Business News,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108114500-T980,20240108114500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/dealers-made-strong-sales-in-kotak-mahindra-bank-and-tcs-stocks-today-know-the-names-of-the-stocks-1704821.html,"डीलर्स ने आज आईटी और बैंकिंग स्टॉक में कराई जोरदार बिकवाली, जानें स्टॉक के नाम",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108120000-184,20240108120000,hindustantimes.com,https://www.hindustantimes.com/trending/sudha-murty-loves-watching-hindi-cinema-says-i-like-alia-bhatt-a-lot-101704712107449.html,"Sudha Murty loves watching Hindi cinema, says 'I like Alia Bhatt a lot' | Trending",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240108124500-1039,20240108124500,nigeriasun.com,https://www.nigeriasun.com/news/274088351/stock-market-takes-a-downturn-nifty-sensex-close-in-the-red-as-investor-caution-prevails,Stock market takes a downturn: Nifty-Sensex close in the red as investor caution prevails,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240108130000-951,20240108130000,moneycontrol.com,https://www.moneycontrol.com/news/trends/lifestyle/an-uncommon-love-the-early-life-of-sudha-and-narayana-murthy-book-review-12016541.html,An Uncommon Love: The Early Life of Sudha and Narayana Murthy book review,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240108130000-1310,20240108130000,adgully.com,https://www.adgully.com/beyond-boardrooms-nr-narayana-murthy-and-sudha-murty-share-their-story-140693.html,Beyond Boardrooms: NR Narayana Murthy and Sudha Murty share their story,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder non-corporate opinion exclusion,Narayana Murthy personal opinion piece,INFY_JAN2024_GROUND_TRUTH_V2
20240108130000-974,20240108130000,hindustantimes.com,https://www.hindustantimes.com/business/why-did-sensex-crash-by-670-points-here-are-5-possible-reasons-101704710531889.html,Why did Sensex crash by 670 points? Here are 5 possible reasons,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
