gkg_record_id,date,source,url,headline,human_label,notes
20240405091500-T403,20240405091500,tarunmitra.in,https://www.tarunmitra.in/article/33570/sensex-and-nifty-fell-under-pressure-on-the-stock-market,"शुरुआती कारोबार में शेयर बाजार पर दबाव, सेंसेक्स और निफ्टी लुढ़के",NOT_RELEVANT,V2Organizations-only match
20240405101500-816,20240405101500,marketscreener.com,https://www.marketscreener.com/quote/stock/SAROJA-PHARMA-INDUSTRIES--159212541/news/SAROJA-PHARMA-INDUSTRIES-INDIA-Public-Issuer-Filing-46371619/,"SAROJA PHARMA INDUSTRIES INDIA : Public Issuer Filing) -April 05, 2024 at 05:57 am EDT",NOT_RELEVANT,V2Organizations-only match
20240405113000-15,20240405113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-9/articleshow/109065619.cms,Indices: Stock market update: Nifty Bank index advances 0.9%,NOT_RELEVANT,V2Organizations-only match
20240405121500-321,20240405121500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109066652.cms,active stocks: Share market update: Most active stocks of the day in terms of traded value,NOT_RELEVANT,V2Organizations-only match
20240405121500-339,20240405121500,indiatimes.com,https://economictimes.indiatimes.com/markets/options/nifty-bank-rallies-nearly-3-in-a-week-might-hit-fresh-all-time-high-next-week/articleshow/109067061.cms,Nifty Bank rallies nearly 3% in a week; might hit fresh all-time high next week,NOT_RELEVANT,V2Organizations-only match
20240405150000-T1865,20240405150000,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/experts-list-top-10-rate-sensitive-stocks-as-rbi-keeps-repo-unchanged-1892121.html,रेपो रेट में बदलाव नहीं होने के बाद इन 10 शेयरों में निवेश करना हो सकता है फायदेमंद,NOT_RELEVANT,V2Organizations-only match
20240405150000-T1876,20240405150000,indiatimes.com,https://navbharattimes.indiatimes.com/state/madhya-pradesh/bhopal/major-action-by-police-in-rgpv-scam-case-former-manager-of-axis-bank-arrested/articleshow/109070741.cms,"RGPV घोटाला मामले में पुलिस की बड़ी कार्रवाई, एक्सिस बैंक के पूर्व मैनेजर को दबोचा",NOT_RELEVANT,V2Organizations-only match
20240405170000-2228,20240405170000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/rbi-introduces-two-new-upi-features-from-cash-deposit-to-ppi-wallet-interoperability-what-they-mean-for-you/articleshow/109072007.cms,RBI introduces two new UPI features! From cash deposit to PPI wallet interoperability - what they mean for you,NOT_RELEVANT,V2Organizations-only match
20240405171500-T1780,20240405171500,haribhoomi.com,https://www.haribhoomi.com/business/news/swiggy-instamart-delivery-fastag-within-10-minute-of-online-order-from-its-app-updates-18432,"FASTags: ऑर्डर करते ही 10 मिनट में फास्टैग सीधे पहुंचेगा घर, बेहद आसान है तरीका; जानें कैसे करें अप्लाई",NOT_RELEVANT,V2Organizations-only match
20240405173000-T939,20240405173000,loktej.com,https://www.loktej.com/article/100749/contract-employees-of-surat-private-bank-go-on-strike-demanding,"सूरत : निजी बैंक के संविदा कर्मचारियों की हड़ताल, वेतन वृद्धि की मांग",NOT_RELEVANT,V2Organizations-only match
20240405203000-569,20240405203000,rashtranews.com,https://www.rashtranews.com/micromax-in-note-2-first-sale-in-india-today-price-specs-features-introductory-offers-tech-news/,"Micromax In Note 2 first sale in India today: Price, specs, features, introductory offers : Tech News",NOT_RELEVANT,V2Organizations-only match
20240406023000-389,20240406023000,indiankanoon.org,https://indiankanoon.org/doc/81733364/,"Gopal Sanei @ Gopal Kumar Sanei vs The State Of West Bengal & Anr on 5 April, 2024",NOT_RELEVANT,V2Organizations-only match
20240406043000-251,20240406043000,rashtranews.com,https://www.rashtranews.com/axis-finance-drags-essel-promoters-to-hc-over-unpaid-dues/,Axis Finance drags Essel promoters to HC over unpaid dues,NOT_RELEVANT,Standalone Axis Finance
20240406064500-606,20240406064500,livemint.com,https://www.livemint.com/companies/company-results/banking-sector-q4-preview-psu-banks-to-continue-to-post-better-earnings-growth-than-private-banks-says-elara-11712338449911.html,"Banking sector Q4 preview: PSU Banks to continue to post better earnings growth than private banks, says Elara",NOT_RELEVANT,V2Organizations-only match
20240406091500-T989,20240406091500,moneycontrol.com,https://hindi.moneycontrol.com/news/your-money/good-news-for-crore-of-axis-bank-customer-check-latest-fd-fixed-deposit-rates-1892924.html,"Axis Bank ने करोड़ों ग्राहकों को दिया तोहफा, बढ़ाई FD पर ब्याज दरें",DIRECTLY_RELEVANT,Prominent Axis Bank parent mention
20240407043000-93,20240407043000,indiatimes.com,https://timesofindia.indiatimes.com/city/hubballi/online-fraud-two-duped-in-haveri/articleshow/109098044.cms,Online Fraud: Online Fraud: Two Duped In Haveri | Hubballi News,NOT_RELEVANT,V2Organizations-only match
20240407053000-215,20240407053000,yourstory.com,https://social.yourstory.com:443/2020/05/sensex-zooms-over-1400pts-modis-package-economic-booster,"Sensex zooms over 1,400 pts on PM Modi's Rs 20 lakh Cr economic booster",NOT_RELEVANT,V2Organizations-only match
20240407071500-54,20240407071500,indiatimes.com,https://timesofindia.indiatimes.com/business/financial-literacy/savings/fixed-deposit-interest-rates-top-banks-offering-up-to-8-1-interest-rates-on-1-3-year-fds-check-list/articleshow/109101689.cms,Fixed deposit interest rates: Top banks offering up to 8.1% interest rates on 1-3 year FDs; check list,NOT_RELEVANT,V2Organizations-only match
20240407113000-512,20240407113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-monday/articleshow/109106491.cms,stock market outlook: Ahead of Market: 10 things that will decide stock action on Monday,NOT_RELEVANT,V2Organizations-only match
20240407134500-591,20240407134500,rashtranews.com,https://www.rashtranews.com/axis-bank-citi-india-acquisition-of-citi-indias-consumer-business-to-boost-axis-banks-retail-franchise-sp/,Axis Bank | Citi India : Acquisition of Citi India's consumer business to boost Axis Bank's retail franchise: S&P,DIRECTLY_RELEVANT,Prominent Axis Bank parent mention
20240407190000-711,20240407190000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-setup-for-monday-15-things-to-know-before-opening-bell-22-12592941.html,Trade setup for Monday: 15 things to know before opening bell,NOT_RELEVANT,V2Organizations-only match
20240407190000-T240,20240407190000,metrovaartha.com,https://www.metrovaartha.com/business/stock-market-surged-for-the-third-week,മൂന്നാം വാരവും കുതിപ്പ്,NOT_RELEVANT,V2Organizations-only match
20240408000000-390,20240408000000,financialexpress.com,https://www.financialexpress.com/business/industry-treasury-income-boost-for-banks-q4-earnings-3449387/,Treasury income boost for banks' Q4 earnings - Industry News,NOT_RELEVANT,V2Organizations-only match
20240408011500-18,20240408011500,indiatimes.com,https://economictimes.indiatimes.com/tech/startups/consumer-lending-apps-get-back-on-track-with-business-growth-and-profitability/articleshow/109111096.cms,lending apps: Consumer lending apps on track on profitability front,NOT_RELEVANT,V2Organizations-only match
20240408013000-T87,20240408013000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/share-market-prediction-for-8th-april-2024-watch-tata-steel-and-vedanta/articleshow/109108343.cms,"हफ्ते के पहले दिन टाटा स्टील और वेदांता भर सकते हैं निवेशकों की झोली, जानिए क्यों",NOT_RELEVANT,V2Organizations-only match
20240408043000-T1435,20240408043000,sharemanthan.in,https://www.sharemanthan.in/technical-tips/intraday-tips/74655-reliance-secrities-market-lens-intraday-calls-20240408,"बजाज ऑटो बेचें, इन्फोसिस और ऐक्सिस बैंक बेचें : रिलायंस सिक्योरिटीज",NOT_RELEVANT,V2Organizations-only match
20240408044500-805,20240408044500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-jumps-300-points-hits-fresh-record-high-nifty-nears-22600/articleshow/109119724.cms,"Sensex, Nifty hit fresh record highs on gains in index heavyweights",NOT_RELEVANT,V2Organizations-only match
20240408044500-T1117,20240408044500,livehindustan.com,https://www.livehindustan.com/business/share-market/share-market-live-updates-8-april-record-breaking-opening-of-sensex-nifty-201712547736638.html,"Share Market Live Updates 8 April record breaking opening of sensex nifty - Share Market Live Updates 8 April: शेयर मार्केट ने फिर रचा इतिहास, सेंसेक्स-निफ्टी की रिकॉर्ड तोड़ ओपनिंग, शेयर मार्केट समाचार न्यूज",NOT_RELEVANT,V2Organizations-only match
20240408050000-1136,20240408050000,hindustantimes.com,https://www.hindustantimes.com/business/sensex-nifty-hit-fresh-record-highs-why-is-stock-market-rising-today-101712550118438.html,"Sensex, Nifty hit fresh record highs: Why is stock market rising today?",NOT_RELEVANT,V2Organizations-only match
20240408054500-764,20240408054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/109120980.cms,Stock Market Sectors: Stock market update: Fertilisers stocks down as market rises,NOT_RELEVANT,V2Organizations-only match
20240408054500-797,20240408054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/109120848.cms,Stock Market Sectors: Stock market update: Mining stocks up as market rises,NOT_RELEVANT,V2Organizations-only match
20240408054500-786,20240408054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-08-in-an-upbeat-market/articleshow/109121529.cms,Indices: Stock market update: Nifty Bank index advances 0.08% in an upbeat market,NOT_RELEVANT,V2Organizations-only match
20240408054500-955,20240408054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/109121136.cms,Stock Market Sectors: Stock market update: Sugar stocks down as market rises,NOT_RELEVANT,V2Organizations-only match
20240408054500-339,20240408054500,newindianexpress.com,https://www.newindianexpress.com/business/2024/Apr/08/sensex-nifty-hit-record-high-in-early-trade,"Sensex, Nifty hit record high in early trade",NOT_RELEVANT,V2Organizations-only match
20240408054500-898,20240408054500,indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/bandhan-flexi-cap-mutual-funds-current-return-profile-remains-poor-should-you-remain-invested/articleshow/109120661.cms,Bandhan Flexi Cap mutual fund's current return profile remains poor; should you remain invested?,NOT_RELEVANT,V2Organizations-only match
20240408054500-1163,20240408054500,news18.com,https://www.news18.com/business/stock-market-updates-sensex-jumps-300-pts-nifty-above-22500-voltas-rallies-7-8843644.html,"Stock Market Updates: Sensex, Nifty Hits Fresh Highs; Nifty Realty Soars 2%",NOT_RELEVANT,V2Organizations-only match
20240408060000-329,20240408060000,theweek.in,https://www.theweek.in/news/biz-tech/2024/04/08/sensex-nifty-hit-record-high-in-early-trade-amid-positive-global-cues-foreign-fund-inflows.html,"Sensex, Nifty hit record high in early trade amid positive global cues, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408060000-978,20240408060000,hindustantimes.com,https://www.hindustantimes.com/business/sensex-nifty-hit-record-high-in-early-trade-101712554252072.html,"Sensex, Nifty hit record high in early trade",NOT_RELEVANT,V2Organizations-only match
20240408060000-964,20240408060000,theweek.in,https://www.theweek.in/wire-updates/business/2024/04/08/del5-biz-stocks-open.html,Sensex Nifty hit record high in early trade,NOT_RELEVANT,V2Organizations-only match
20240408060000-T2248,20240408060000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/sensex-nifty-hit-fresh-record-highs-on-gains-in-index-heavyweights/articleshow/109120979.cms,मोदी की गारंटी का असर! भारत का मार्केट कैप पहली बार 400 लाख करोड़ के पार,NOT_RELEVANT,V2Organizations-only match
20240408063000-562,20240408063000,telegraphindia.com,https://www.telegraphindia.com/feeds/business/sensex-nifty-reach-record-highs-amid-optimism-in-global-markets-foreign-fund-inflows/cid/2011906,"Stock market | Sensex, Nifty reach record highs amid optimism in global markets, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408063000-1014,20240408063000,theweek.in,https://www.theweek.in/wire-updates/business/2024/04/08/dcm15-enparadigm.html,Axis Mutual Fund Collaborates with Enparadigm for an On-Demand AI-Powered Experiential Learning Program,NOT_RELEVANT,Standalone Axis Mutual Fund/AMC
20240408063000-516,20240408063000,theweek.in,https://www.theweek.in/wire-updates/business/2024/04/08/del8-biz-bse-mcap.html,Mcap of BSE-listed cos hit Rs 400-lakh-cr milestone,NOT_RELEVANT,V2Organizations-only match
20240408063000-101,20240408063000,devdiscourse.com,https://www.devdiscourse.com/article/business/2881074-axis-mutual-fund-collaborates-with-enparadigm-for-an-on-demand-ai-powered-experiential-learning-program,Axis Mutual Fund Collaborates with Enparadigm for an On-Demand AI-Powered Experiential Learning Program,NOT_RELEVANT,Standalone Axis Mutual Fund/AMC
20240408070000-282,20240408070000,indianexpress.com,https://indianexpress.com/article/business/market/bse-mcap-companies-milestone-sebi-nse-9257658/,Mcap of BSE-listed companies hit Rs 400 lakh crore milestone,NOT_RELEVANT,V2Organizations-only match
20240408074500-T1385,20240408074500,punjabkesari.in,https://www.punjabkesari.in/business/news/new-peak-of-indian-stock-market-bse-mcap-crosses-1964125,"शेयर बाजार का नया रिकॉर्ड, पहली बार 400 लाख करोड़ के पार निकला BSE MCap - new peak of indian stock market bse mcap crosses",NOT_RELEVANT,V2Organizations-only match
20240408080000-790,20240408080000,india.com,https://zeenews.india.com/markets/markets-hit-record-high-in-early-trade-sensex-jumps-307-points-2738209.html,Markets Hit Record High In Early Trade; Sensex Jumps 307 Points,NOT_RELEVANT,V2Organizations-only match
20240408080000-644,20240408080000,india.com,https://zeenews.india.com/markets/mcap-of-bse-listed-companies-hit-rs-400-lakh-crore-milestone-2738240.html,Mcap Of BSE-Listed Companies Hit Rs 400 Lakh Crore Milestone,NOT_RELEVANT,V2Organizations-only match
20240408081500-461,20240408081500,telegraphindia.com,https://www.telegraphindia.com/business/sensex-nifty-reach-record-highs-amid-optimism-in-global-markets-foreign-fund-inflows/cid/2011906,"Stock market | Sensex, Nifty reach record highs amid optimism in global markets, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408081500-T74,20240408081500,prabhatkhabar.com,https://www.prabhatkhabar.com/business/bse-mcap-share-market-bombay-stock-exchange-m-cap-cross-rs-400-lakh-crore-mdn,BSE MCap: मार्केट कैप 400 लाख करोड़ रुपये के पहुंचा पार,NOT_RELEVANT,V2Organizations-only match
20240408083000-264,20240408083000,aninews.in,https://aninews.in/news/business/axis-mutual-fund-collaborates-with-enparadigm-for-an-on-demand-ai-powered-experiential-learning-program20240408111427/,Axis Mutual Fund Collaborates with Enparadigm for an On-Demand AI-Powered Experiential Learning Program,NOT_RELEVANT,Standalone Axis Mutual Fund/AMC
20240408083000-374,20240408083000,tribuneindia.com,https://www.tribuneindia.com/news/business/sensex-nifty-hit-record-high-in-early-trade-amid-optimism-in-global-markets-608674,"Sensex, Nifty hit record high in early trade amid optimism in global markets",NOT_RELEVANT,V2Organizations-only match
20240408083000-148,20240408083000,latestly.com,https://www.latestly.com/agency-news/business-news-axis-mutual-fund-collaborates-with-enparadigm-for-an-on-demand-ai-powered-experiential-learning-program-5877793.html,Business News | Axis Mutual Fund Collaborates with Enparadigm for an On-Demand AI-Powered Experiential Learning Program,NOT_RELEVANT,Standalone Axis Mutual Fund/AMC
20240408090000-429,20240408090000,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240408/4185965.html,Axis Mutual Fund Collaborates with Enparadigm for an On-Demand AI-Powered Experiential Learning Program,NOT_RELEVANT,Standalone Axis Mutual Fund/AMC
20240408091500-1026,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-cash-deposit/,Axis Bank Cash Deposit | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-298,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-deposit/,Axis Bank Deposit | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-394,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-vs-hdfc-bank/,Axis Bank Vs Hdfc Bank | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-1147,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/hdfc-bank-vs-axis-bank/,Hdfc Bank Vs Axis Bank | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-829,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-account/,axis bank account | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-31,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-atm/,axis bank atm | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-936,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-credit-card/,axis bank credit card | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-1084,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-net-banking/,axis bank net banking | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-1136,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-story/,axis bank story | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-759,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-success-story/,axis bank success story | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-736,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axisbank/,axisbank | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-159,20240408091500,udaipurkiran.com,https://udaipurkiran.com/tag/axisbankatm/,axisbankatm | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240408091500-692,20240408091500,udaipurkiran.com,https://udaipurkiran.com/axis-bank-rises-as-its-arm-partners-with-enparadigm/,Axis Bank rises as its arm partners with Enparadigm,DIRECTLY_RELEVANT,Q4 earnings/financials
20240408093000-567,20240408093000,thestatesman.com,https://www.thestatesman.com/business/m-cap-of-bse-listed-firms-crosses-all-time-high-of-rs-400-trillion-1503288276.html,M-cap of BSE-listed firms crosses all-time high of Rs 400 trillion,NOT_RELEVANT,V2Organizations-only match
20240408100000-1412,20240408100000,rediff.com,https://www.rediff.com/business/report/mcap-of-bse-listed-cos-hit-a-new-record-on-salal-street/20240408.htm,Mcap of BSE-listed cos hit a new record on Salal Street,NOT_RELEVANT,V2Organizations-only match
20240408103000-919,20240408103000,livemint.com,https://www.livemint.com/market/stock-market-news/nifty-bank-vs-nifty-it-which-index-should-you-invest-in-for-long-term-hdfc-bank-bob-icici-ltimindtree-mphasis-11712545530287.html,Nifty Bank vs Nifty IT: Which index should you invest in for long term?,NOT_RELEVANT,V2Organizations-only match
20240408103000-185,20240408103000,outlookindia.com,https://www.outlookindia.com/business-spotlight/top-10-banks-and-nbfc-personal-loans-with-attractive-interest-rates-in-india-in-2024,Top 10 Banks And NBFC Personal Loans With Attractive Interest Rates In India In 2024,NOT_RELEVANT,V2Organizations-only match
20240408103000-108,20240408103000,yourstory.com,https://her.yourstory.com:443/2024/04/vivriti-capital-extends-sourceone-rs-40-cr-in-supply-chain-liquidity,Vivriti Capital extends Rs 40 Cr supply chain liquidity to Source.One,NOT_RELEVANT,V2Organizations-only match
20240408104500-260,20240408104500,orissapost.com,https://www.orissapost.com/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/,"Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408104500-766,20240408104500,dailypioneer.com,https://www.dailypioneer.com/2024/business/sensex--nifty-hit-record-high-in-early-trade.html,"Sensex, Nifty hit record high in early trade",NOT_RELEVANT,V2Organizations-only match
20240408110000-887,20240408110000,theweek.in,https://www.theweek.in/wire-updates/business/2024/04/08/del28-biz-stocks-close.html,Sensex Nifty hit record high levels on firm global markets foreign fund inflows,NOT_RELEVANT,V2Organizations-only match
20240408120000-1042,20240408120000,tribuneindia.com,https://www.tribuneindia.com/news/business/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows-608724,"Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408120000-1533,20240408120000,marketscreener.com,https://www.marketscreener.com/quote/stock/BSE-LIMITED-33930062/news/BSE-Listing-of-new-Commercial-Paper-of-Axis-Securities-Limited-46386410/,"BSE : Listing of new Commercial Paper of Axis Securities Limited -April 08, 2024 at 07:38 am EDT",NOT_RELEVANT,Standalone Axis Securities/Direct
20240408120000-T1595,20240408120000,punjabkesari.in,https://www.punjabkesari.in/business/news/stock-market-rose-on-the-first-trading-day-of-the-week-1964072,"सेंसेक्स 494 अंक की छलांग से सर्वकालिक उच्चस्तर पर, निफ्टी का भी नया रिकॉर्ड - stock market rose on the first trading day of the week",NOT_RELEVANT,V2Organizations-only match
20240408121500-1009,20240408121500,telegraphindia.com,https://www.telegraphindia.com/feeds/business/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/cid/2011981,"Sensex | Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408130000-449,20240408130000,india.com,https://zeenews.india.com/markets/sensex-nifty-hit-fresh-peaks-on-firm-global-cues-foreign-fund-inflows-2738397.html,"Sensex, Nifty Hit Fresh Peaks On Firm Global Cues, Foreign Fund Inflows",NOT_RELEVANT,V2Organizations-only match
20240408130000-748,20240408130000,indiatimes.com,https://economictimes.indiatimes.com/markets/options/nifty-bank-hits-fresh-record-high-what-traders-should-do-on-tuesday/articleshow/109136279.cms,Nifty Bank hits fresh record high; what traders should do on Tuesday,NOT_RELEVANT,V2Organizations-only match
20240408130000-389,20240408130000,orissapost.com,https://www.orissapost.com/mcap-of-bse-listed-cos-hit-rs-400-lakh-cr-milestone/,Mcap of BSE-listed cos hit Rs 400 lakh cr milestone,NOT_RELEVANT,V2Organizations-only match
20240408133000-1516,20240408133000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/article68042414.ece,"Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408133000-1019,20240408133000,yourstory.com,https://social.yourstory.com:443/2024/04/vivriti-capital-extends-sourceone-rs-40-cr-in-supply-chain-liquidity,Vivriti Capital extends Rs 40 Cr supply chain liquidity to Source.One,NOT_RELEVANT,V2Organizations-only match
20240408133000-1932,20240408133000,yourstory.com,https://yourstory.com:443/2024/04/vivriti-capital-extends-sourceone-rs-40-cr-in-supply-chain-liquidity,Vivriti Capital extends Rs 40 Cr supply chain liquidity to Source.One,NOT_RELEVANT,V2Organizations-only match
20240408141500-1860,20240408141500,telegraphindia.com,https://www.telegraphindia.com/business/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/cid/2011981,"Sensex | Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",NOT_RELEVANT,V2Organizations-only match
20240408150000-1024,20240408150000,rediff.com,https://www.rediff.com/business/report/sensex-nifty-hit-fresh-peaks-on-firm-global-cues/20240408.htm,"Sensex, Nifty hit fresh peaks on firm global cues",NOT_RELEVANT,V2Organizations-only match
20240408153000-18,20240408153000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/bain-capital-likely-to-sell-431-million-worth-stake-in-axis-bank-via-block-deal-report/articleshow/109139972.cms,axis bank block deal: Bain Capital likely to sell $431 million worth stake in Axis Bank via block deal: Report,DIRECTLY_RELEVANT,Stock/analyst coverage
20240408153000-71,20240408153000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/bain-capital-eyeing-exit-from-axis-bank-launches-around-430-mn-block-deal-12599131.html,"Bain Capital eyeing exit from Axis Bank, launches around $430-mn block deal",DIRECTLY_RELEVANT,Prominent Axis Bank parent mention
20240408154500-1434,20240408154500,livemint.com,https://www.livemint.com/industry/banking/bandhan-banks-ghosh-not-to-be-part-of-the-board-postretirement-11712577387977.html,Bandhan Bank's Ghosh not to be part of the board post-retirement,NOT_RELEVANT,V2Organizations-only match
20240408154500-1284,20240408154500,livemint.com,https://www.livemint.com/market/stock-market-news/bain-capital-to-sell-431-million-worth-stake-in-axis-bank-through-block-deal-report-11712588385865.html,Bain Capital to sell $431 million worth stake in Axis Bank through block deal: Report,DIRECTLY_RELEVANT,Stock/analyst coverage
20240408161500-1352,20240408161500,marketscreener.com,https://www.marketscreener.com/quote/stock/AXIS-BANK-LIMITED-46730206/news/Bain-Capital-to-sell-429-million-stake-in-India-s-Axis-Bank-term-sheet-shows-46388490/,"Bain Capital to sell $429 million stake in India's Axis Bank, term sheet shows",DIRECTLY_RELEVANT,Stock/analyst coverage
20240408161500-T667,20240408161500,zonebourse.com,https://www.zonebourse.com/cours/action/AXIS-BANK-LIMITED-46730206/actualite/Bain-Capital-prevoit-de-vendre-une-participation-de-429-millions-de-dollars-dans-la-banque-indienne-46388490/,"Bain Capital prévoit de vendre une participation de 429 millions de dollars dans la banque indienne Axis Bank, selon une feuille de conditions",DIRECTLY_RELEVANT,Q4 earnings/financials
20240408170000-650,20240408170000,usnews.com,https://money.usnews.com/investing/news/articles/2024-04-08/bain-capital-to-sell-429-million-stake-in-indias-axis-bank-term-sheet-shows,"Bain Capital to Sell $429 Million Stake in India's Axis Bank, Term Sheet Shows",DIRECTLY_RELEVANT,Stock/analyst coverage
20240408171500-2153,20240408171500,livemint.com,https://www.livemint.com/news/india/delhi-lg-vk-saxena-home-ministry-aap-ministers-arvind-kejriwal-saurabh-bharadwaj-11712594616635.html,"'Lack of seriousness': Delhi LG VK Saxena writes to Home Ministry as AAP Ministers skip meetings, party says....",NOT_RELEVANT,V2Organizations-only match
20240408173000-956,20240408173000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/bain-capital-to-sell-1-08-stake-in-axis-bank-on-tuesday/articleshow/109141694.cms,axis bank share price: Bain Capital to sell 1.08% stake in Axis Bank on Tuesday,DIRECTLY_RELEVANT,Stock/analyst coverage
20240408180000-1389,20240408180000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-setup-for-tuesday-15-things-to-know-before-opening-bell-26-12601751.html,Trade setup for Tuesday: 15 things to know before opening bell,NOT_RELEVANT,V2Organizations-only match
20240408180000-2034,20240408180000,businesstimes.com.sg,https://www.businesstimes.com.sg/companies-markets/banking-finance/bain-capital-sell-us-429-million-stake-india-s-axis-bank-term-sheet-shows,"Bain Capital to sell US$429 million stake in India's Axis Bank, term sheet shows",DIRECTLY_RELEVANT,Stock/analyst coverage
20240408191500-T456,20240408191500,navabharat.com,https://navabharat.com/?p=10737,मजबूत तिमाही नतीजे आने की उम्मीद में बाजार नये शिखर पर,NOT_RELEVANT,V2Organizations-only match
20240408220000-T446,20240408220000,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/bain-capital-eyeing-exit-from-axis-bank-launches-around-430-mn-dollar-block-deal-1893358.html,"Axis Bank से बाहर निकलने की तैयारी में Bain Capital, प्राइवेट इक्विटी फर्म ने लॉन्च की 43 करोड़ डॉलर की ब्लॉक डील",DIRECTLY_RELEVANT,Corporate stake/deal
20240408231500-1188,20240408231500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/bain-capital-to-sell-429mn-stake-in-axis/articleshow/109145275.cms,Bain Capital to sell $429mn stake in Axis,NOT_RELEVANT,V2Organizations-only match
20240408231500-1218,20240408231500,indiatimes.com,https://timesofindia.indiatimes.com/city/mumbai/bain-capital-to-sell-429mn-stake-in-axis/articleshow/109145860.cms,Bain Capital: Bain Capital To Sell $429mn Stake In Axis | Mumbai News,NOT_RELEVANT,V2Organizations-only match
