gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,human_label,v1_label,adjudication_reason,policy_clause,adjudication_version
20240111100000-T1435,20240111100000,bhaskar.com,https://www.bhaskar.com/business/news/fd-interst-rates-mahila-samman-saving-certificate-scheme-details-132426661.html,"FD Interst Rates; Mahila Samman Saving Certificate Scheme Details | FD Vs महिला सम्मान सेविंग्स सर्टिफिकेट: SBI और PNB सहित कई बैंकों ने ब्याज दरों में किया बदलाव, जानें अब कहां पैसा लगाना फायदेमंद",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111104500-696,20240111104500,afaqs.com,https://www.afaqs.com/people-spotting/vml-onboards-babita-baruah-as-chief-executive-officer-of-india,VML onboards Babita Baruah as chief executive officer of India,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111111500-690,20240111111500,mbauniverse.com,https://www.mbauniverse.com/articles/iim-indore-admission,"IIM Indore Admission 2024: Check Eligibility, Fees, Placements, Cut Off, Selection Criteria Revamped",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111130000-574,20240111130000,aninews.in,https://aninews.in/news/business/business/eyeballs-on-gujarats-gift-city-global-investors-intend-to-take-first-movers-advantage20240111180351/,"Eyeballs on Gujarat's GIFT City, global investors intend to take first movers' advantage",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111133000-1467,20240111133000,bignewsnetwork.com,https://www.bignewsnetwork.com/news/274091932/eyeballs-on-gujarat-gift-city-global-investors-intend-to-take-first-movers-advantage,"Eyeballs on Gujarat's GIFT City, global investors intend to take first movers' advantage",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111134500-1487,20240111134500,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240111/4157919.html,"Eyeballs on Gujarat's GIFT City, global investors intend to take first movers' advantage",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111134500-1126,20240111134500,moneycontrol.com,https://www.moneycontrol.com/news/business/banks-treasury-income-to-rise-in-q3-as-bond-yields-ease-say-experts-12036081.html,"Banks' treasury income to rise in Q3 as bond yields ease, say experts",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111174500-1891,20240111174500,wenxuecity.com,https://blog.wenxuecity.com/myblog/72696/202401/10321.html,Human animal instincts destroy good will democracy - 博客,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111190000-1847,20240111190000,newsindiatimes.com,https://www.newsindiatimes.com/eyeballs-on-gujarat-global-investors-intend-to-take-first-movers-advantage-at-vibrant-gujarat-global-summit/,Eyeballs on Gujarat: global investors intend to take first movers' advantage at Vibrant Gujarat Global Summit,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111194500-1717,20240111194500,livemint.com,https://www.livemint.com/money/personal-finance/can-a-high-sum-assured-ulip-offer-better-cover-returns-11704985316244.html,"Can a high sum-assured Ulip offer better cover, returns?",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111224500-679,20240111224500,financialexpress.com,https://www.financialexpress.com/policy/economy-rising-interest-rates-dent-home-loan-demand-3362402/,Rising interest rates dent home loan demand,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240111233000-795,20240111233000,indianexpress.com,https://indianexpress.com/article/cities/ahmedabad/gift-city-to-host-10-lakh-people-work-on-to-attract-ship-aircraft-leasing-businesses-hasmukh-adhia-9105887/,"GIFT City to host 10 lakh people, work on to attract ship, aircraft leasing businesses: Hasmukh Adhia",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112023000-1305,20240112023000,indiatimes.com,https://economictimes.indiatimes.com/industry/cons-products/fmcg/tata-consumer-set-to-acquire-capital-foods-organic-india/articleshow/106743292.cms,"Tata Consumer Products Ltd: Tata Consumer set to acquire Capital Foods, Organic India",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112033000-T128,20240112033000,bhaskar.com,https://www.bhaskar.com/business/news/business-events-today-share-market-all-time-high-petrol-diesel-gold-silver-gst-132429850.html,"Business events today, Share Market all time high, petrol diesel, gold silver, GST | रिटेल महंगाई दर के आंकड़े आज आएंगे: 27 रुपए डिविडेंड देगी TCS, सरकार ने FY-24 में अब तक ₹14.70 लाख करोड़ नेट डायरेक्ट टैक्स वसूला",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112043000-1127,20240112043000,eyesonnews.com,https://eyesonnews.com/what-is-stocks-know-definition-meaning-of-stocks-top-20-stocks/,What is Stocks? Know Definition & Meaning of Stocks- Top 20 Stocks,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112044500-880,20240112044500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-12-january-2024/article67730865.ece,"Stock Market Live Updates: Sensex gains 350 pts, Nifty above 21,700 in early trade; IT sector in focus",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112044500-870,20240112044500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-january-12-2024/article67733139.ece,"Stocks that will see action today: January 12, 2024 - The Hindu BusinessLine",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112073000-328,20240112073000,thehindu.com,https://www.thehindu.com/education/news-from-the-world-of-education-january-12-2024/article67733437.ece,"News from the world of Education: January 12, 2024",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112113000-784,20240112113000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-ends-week-with-modest-gains-to-record-high-niftys-race-to-22000-inevitable-next-week-12041521.html,"Sensex ends week with modest gains to record high; Nifty's race to 22,000 'inevitable' next week",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112130000-1686,20240112130000,livemint.com,https://www.livemint.com/money/personal-finance/personal-loan-lowest-interest-rates-offered-by-6-major-banks-including-hdfc-bank-sbi-icici-bank-kotak-mahindra-bob-11705060138491.html,"Personal loan: Lowest interest rates offered by 6 major banks including HDFC Bank, SBI",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112134500-848,20240112134500,eyesonnews.com,https://eyesonnews.com/boost-your-credit-score-for-instant-personal-loan-success/,Boost Your Credit Score for Instant Personal Loan Success,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240112180000-328,20240112180000,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/retail-inflation-is-at-a-4-month-high-industrial-growth-at-8-month-low/article67734827.ece,Retail inflation is at a 4-month high; industrial growth at 8-month low,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240113051500-710,20240113051500,adgully.com,https://www.adgully.com/hbits-group-announces-mayank-advani-as-associate-director-of-aif-140877.html,hBits Group announces Mayank Advani as new associate director of AIF sales & distribution,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240113053000-19,20240113053000,indiatimes.com,https://economictimes.indiatimes.com/wealth/spend/rupay-credit-cards-on-upi-in-hdfc-bank-icici-bank-sbi-and-others-annual-fees-interest-key-features/articleshow/106799726.cms,"RuPay credit cards on UPI in HDFC Bank, ICICI Bank, SBI and others: Annual fees, interest rate, key features",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240113064500-202,20240113064500,indiatimes.com,https://economictimes.indiatimes.com/wealth/invest/up-to-7-9-interest-rate-on-senior-citizen-tax-saving-fds-which-banks-are-offering-best-rate/articleshow/106800498.cms,Up to 7.9% interest rate on senior citizen tax saving FDs: Which banks are offering best rate?,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240113071500-553,20240113071500,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/13/flipkart-republic-day-sale-offers-instant-discounts-flight-tickets-other-deals.html,"Flipkart Republic Day Sale: Offers, instant discounts, flight tickets and other deals",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240113084500-412,20240113084500,livemint.com,https://www.livemint.com/mutual-fund/hdfc-mutual-fund-nfo-alert-from-objective-to-risk-all-you-need-to-know-about-hdfc-nifty-psu-bank-etf-11705080609006.html,"NFO Alert: From objective to risk, all you need to know about HDFC Nifty PSU Bank ETF",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240113090000-610,20240113090000,businesstoday.in,https://www.businesstoday.in/personal-finance/story/tax-saving-investments-bank-fixed-deposit-schemes-with-up-to-7-interest-rate-that-can-help-you-save-taxes-413127-2024-01-13,Tax-saving investments: Bank Fixed Deposit schemes with up to 7% interest rate that can help you save taxes,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114000000-430,20240114000000,indianexpress.com,https://indianexpress.com/article/india/among-sensex-firms-83-sexual-harassment-cases-from-it-banking-in-fy23-9108365/,"Among Sensex firms, 83% sexual harassment cases from IT, banking in FY23",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114024500-4,20240114024500,indianexpress.com,https://indianexpress.com/article/business/among-sensex-firms-83-sexual-harassment-cases-from-it-banking-in-fy23-9108365/,"Among Sensex firms, 83% sexual harassment cases from IT, banking in FY23",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114044500-470,20240114044500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/dalal-street-week-ahead-q3-earnings-red-sea-china-gdp-europe-inflation-among-10-key-factors-to-watch-12047331.html,"Dalal Street Week Ahead: Q3 earnings, Red Sea, China GDP, Europe inflation among 10 key factors to watch",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114074500-563,20240114074500,livemint.com,https://www.livemint.com/money/personal-finance/income-tax-top-banks-offer-these-interest-rates-on-tax-saving-fixed-deposits-fds-see-details-here-11705141841127.html,Income Tax: Top banks offer these interest rates on tax saving fixed deposits. See details here,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114084500-T1986,20240114084500,navabharat.com,https://navabharat.com/nbwp/?p=174879,कंपनियों के तिमाही नतीजों पर रहेगी बाजार की नजर -,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114090000-128,20240114090000,livelaw.in,https://www.livelaw.in/round-ups/yearly/annual-digest-of-consumer-cases-2023-246685,Annual Digest of Consumer Cases 2023: Part-IV,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114114500-T2127,20240114114500,divyahimachal.com,https://www.divyahimachal.com/2024/01/the-market-will-keep-an-eye-on-the-quarterly-results-of-companies/,कंपनियों के तिमाही नतीजों पर रहेगी बाजार की नजर,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240114154500-644,20240114154500,thehindubusinessline.com,https://www.thehindubusinessline.com/specials/current-account/vault-matters-how-relevant-is-a-bank-licence-today/article67734095.ece,Vault Matters: How relevant is a bank licence today? - The Hindu BusinessLine,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115014500-419,20240115014500,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/kotak-cherry-senior-executives-leaving-to-join-rival-firm-angelone/articleshow/106842838.cms,kotak cherry executives angelone: Kotak Cherry senior executives leaving to join rival firm AngelOne,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115020000-622,20240115020000,indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/upgrad-close-to-buying-us-edtech-udacity-kotak-cherry-senior-execs-to-join-angel-one/articleshow/106847367.cms,Upgrad-Udacity deal; Angel One snags Kotak Cherry top deck,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115053000-172,20240115053000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/it-flavour-lights-up-d-street-sensex-past-73000-mark-nifty-above-22000-12052131.html,"IT flavour lights up D-Street! Sensex past 73,000-mark, Nifty above 22,000",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115061500-78,20240115061500,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/never-say-never-in-the-market-sanjiv-bhasin-on-3-value-buys-even-as-nifty-conquers-22k/articleshow/106854607.cms,Sanjiv Bhasin | Sanjiv Bhasin portfolio stocks: Never say never in the market; Sanjiv Bhasin on 3 value buys even as Nifty conquers 22K,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115063000-908,20240115063000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-7-in-an-upbeat-market/articleshow/106854993.cms,Indices: Stock market update: Nifty Bank index advances 0.7% in an upbeat market,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115064500-139,20240115064500,trak.in,https://trak.in/stories/upi-apps-of-these-banks-can-now-receive-money-directly-from-singapore-upi-becomes-global-check-eligible-banks-apps/,"UPI Apps Of These Banks Can Now Receive Money Directly From Singapore: UPI Becomes Global! (Check Eligible Banks, Apps) - Trak.in",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115070000-539,20240115070000,financialexpress.com,https://www.financialexpress.com/market/cafeinvest-historical-data-indicated-markets-might-end-january-in-red-nifty-range-seen-between-22240-22400-3364630/,Historical data indicated markets might end January in red; Nifty range seen between 22240-22400,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115071500-259,20240115071500,indiatimes.com,https://economictimes.indiatimes.com/industry/renewables/mahindras-energy-invit-seit-raises-rs-1365-cr/articleshow/106856547.cms,"Mahindra InvIT: Mahindra's energy InvIT SEIT raises Rs 1,365 cr",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115103000-T19,20240115103000,khabarfast.com,https://www.khabarfast.com/stock-markets-today-on-15th-january-2024-nifty-sensex-bse-nse-dividend-stocks-to-buy/,"Share Market में कड़ाके की सर्दी के बीच निवेशकों की जेब गर्म, ऑल टाइम हाई पर बाजार",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115114500-105,20240115114500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-94/articleshow/106866626.cms,Indices: Stock market update: Nifty Bank index advances 0.94%,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115120000-639,20240115120000,indiantelevision.com,https://indiantelevision.com/mam/marketing/brands/tam-report:-bfsi-tv-ad-volume-surge-34-per-cent-yoy-in-jul-sept%E2%80%9923-240115,TAM report: BFSI TV ad volume surge 34 per cent YoY in Jul-Sept'23 | 1 Indian Television Dot Com,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115120000-578,20240115120000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/nifty-bank-closes-above-48000-next-target-seen-at-mt-50k-experts/articleshow/106866985.cms,"Nifty Bank closes above 48,000; next target seen at Mt 50K: Experts",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115134500-828,20240115134500,livemint.com,https://www.livemint.com/mutual-fund/nfo-alert-bajaj-finserv-mutual-fund-launches-bajaj-finserv-nifty-bank-etf-all-you-need-to-know-11705317817384.html,NFO Alert: Bajaj Finserv Mutual Fund launches Bajaj Finserv Nifty Bank ETF; all you need to know,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115134500-1090,20240115134500,livemint.com,https://www.livemint.com/mutual-fund/bajaj-finserv-mutual-fund-nfo-alert-from-objectives-to-risk-all-you-need-to-know-about-bajaj-finserv-nifty-50-etf-11705318959620.html,"NFO Alert: From objectives to risk, all you need to know about Bajaj Finserv Nifty 50 ETF",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240115173000-T1282,20240115173000,bhaskar.com,https://www.bhaskar.com/business/news/fastag-without-kyc-will-not-work-after-january-31-132447165.html,"Fastag without KYC will not work after January 31 | बिना KYC वाले फास्टैग 31 जनवरी के बाद बंद होंगे: बैंक डीएक्टिव या ब्लैकलिस्ट करेंगे, NHAI ने जारी किया नोटिफिकेशन",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116034500-428,20240116034500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-16-january-2024/article67743130.ece,"Stock Market Live Updates: Sensex, Nifty set to open little changed; oil steady after Monday decline",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116044500-1330,20240116044500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/indias-markets-are-turning-into-an-inexorable-force/articleshow/106883772.cms,indian stock market: India's markets are turning into an inexorable force,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116050000-437,20240116050000,moneycontrol.com,https://www.moneycontrol.com/news/opinion/indias-stock-and-bond-markets-are-turning-into-an-inexorable-force-12058801.html,India's stock and bond markets are turning into an inexorable force,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116050000-1036,20240116050000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-nifty-break-6-day-winning-streak-on-profit-booking-but-no-trend-reversal-yet-12058411.html,"Sensex, Nifty snaps 6-day winning streak on profit-booking but no 'trend reversal' yet",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116060000-1254,20240116060000,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/learn-to-book-profit-as-nifty-may-have-hit-a-plateau-bullish-on-4-stocks-now-sanjiv-bhasin/articleshow/106886811.cms,Sanjiv Bhasin | Sanjiv Bhasin stocks: Learn to book profit as Nifty may have hit a plateau; bullish on 4 stocks now: Sanjiv Bhasin,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116084500-1019,20240116084500,moneycontrol.com,https://www.moneycontrol.com/news/business/real-estate/realty-firm-omaxe-closes-rs-440-crore-loan-from-credit-solution-before-time-12060511.html,Realty firm Omaxe closes Rs 440-crore loan from Credit Solution before time,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116100000-909,20240116100000,livemint.com,https://www.livemint.com/mutual-fund/whiteoak-capital-mutual-fund-nfo-alert-all-you-need-to-know-about-whiteoak-capital-banking-and-financial-services-fund-11705394767490.html,NFO Alert: All you need to know about WhiteOak Capital Banking and Financial Services Fund,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116100000-1029,20240116100000,livemint.com,https://www.livemint.com/mutual-fund/nfo-alert-sbi-mutual-fund-launches-sbi-nifty50-equal-weight-index-fund-everything-you-need-to-know-11705395454037.html,NFO Alert: SBI Mutual Fund launches SBI Nifty50 Equal Weight Index Fund; everything you need to know,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116120000-228,20240116120000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/nifty-bank-forms-doji-candle-on-tuesday-immediate-support-seen-at-47800/articleshow/106899565.cms,Nifty Bank forms 'Doji' candle on Tuesday; immediate support seen at 47800,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116123000-359,20240116123000,theweek.in,https://www.theweek.in/focus/economy/2024/01/16/amazing-discounts-on-myntra-platforms-now-trending-with-new-myntra-kotak-credit-card.html,Amazing Discounts on Myntra Platforms: Now Trending With New Myntra Kotak Credit Card,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116133000-1624,20240116133000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/share-market-highlights-16-january-2023/article67743130.ece,"Share Market Highlights 16 January 2023: Sensex sheds 199 pts, Nifty closes below 22,050; Divis Lab, HCL Tech top losers",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240116230000-T1654,20240116230000,navabharat.com,https://navabharat.com/nbwp/?p=175529,शेयर बाजार की पांच दिन की तेजी पर ब्रेक -,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240117011500-1044,20240117011500,indiatimes.com,https://economictimes.indiatimes.com/tech/funding/fintech-startup-upswing-raises-4-2-million-in-funding-led-by-quona-capital/articleshow/106905142.cms,upswing: Fintech startup Upswing raises $4.2 million in funding led by Quona Capital,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240117041500-513,20240117041500,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-crashes-over-1000-points-nifty-trades-below-21750-hdfc-bank-iex-down-up-to-6-413669-2024-01-17,"Sensex crashes over 1,000 points, Nifty trades below 21,750; HDFC Bank, IEX down up to 6%",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240117043000-6,20240117043000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/bloodbath-on-d-street-investors-lose-rs-2-lakh-crore-in-15-mins-of-trade-as-sensex-crashes-800-points/articleshow/106914577.cms,sensex crash today: Bloodbath on D-Street! Investors lose Rs 2 lakh crore in 15 mins as Sensex crashes 800 points,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240117044500-275,20240117044500,livemint.com,https://www.livemint.com/market/stock-market-news/massive-selloff-nifty-bank-and-nifty-financial-services-index-shed-over-2-5-as-hdfc-bank-tanks-post-q3-11705464719172.html,Massive Selloff: Nifty Bank and Nifty Financial Services index shed over 2.5%,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
